Date,TRDPRC_1,MOD_DURTN,MAC_DURTN,CONVEXITY,AVG_LIFE,YLDTOMAT
2000-01-03,97.3469,,,,,
2000-01-04,96.8623,,,,,
2000-01-05,96.8479,,,,,
2000-01-06,96.6926,,,,,
2000-01-07,97.1154,,,,,
2000-01-10,97.4802,,,,,
2000-01-11,96.8975,,,,,
2000-01-12,96.8209,,,,,
2000-01-13,97.0203,,,,,
2000-01-14,96.9262,,,,,
2000-01-17,96.8555,,,,,
2000-01-18,96.5476,,,,,
2000-01-19,96.7166,,,,,
2000-01-20,96.7563,,,,,
2000-01-21,96.7909,,,,,
2000-01-24,96.8702,,,,,
2000-01-25,97.1225,,,,,
2000-01-26,97.1194,,,,,
2000-01-27,96.6692,,,,,
2000-01-28,96.7735,,,,,
2000-01-31,97.0823,,,,,
2000-02-01,97.4846,,,,,
2000-02-02,97.4079,,,,,
2000-02-03,97.54,,,,,
2000-02-04,97.3184,,,,,
2000-02-07,97.1733,,,,,
2000-02-08,97.4315,,,,,
2000-02-09,97.31,,,,,
2000-02-10,97.0238,,,,,
2000-02-11,97.0379,,,,,
2000-02-14,97.3505,,,,,
2000-02-15,97.2538,,,,,
2000-02-16,97.1394,,,,,
2000-02-17,97.0727,,,,,
2000-02-18,97.1572,,,,,
2000-02-21,97.4754,,,,,
2000-02-22,97.9516,,,,,
2000-02-23,97.8121,,,,,
2000-02-24,98.0403,,,,,
2000-02-25,97.8273,,,,,
2000-02-28,97.652,,,,,
2000-02-29,97.6784,,,,,
2000-03-01,97.7614,,,,,
2000-03-02,97.596,,,,,
2000-03-03,97.8271,,,,,
2000-03-06,97.9183,,,,,
2000-03-07,98.048,,,,,
2000-03-08,97.9346,,,,,
2000-03-09,98.3833,,,,,
2000-03-10,98.2283,,,,,
2000-03-13,98.4501,,,,,
2000-03-14,98.3318,,,,,
2000-03-15,98.4445,,,,,
2000-03-16,98.7854,,,,,
2000-03-17,98.8963,,,,,
2000-03-20,98.9525,,,,,
2000-03-21,99.0494,,,,,
2000-03-22,98.8848,,,,,
2000-03-23,99.1541,,,,,
2000-03-24,98.9801,,,,,
2000-03-27,98.6849,,,,,
2000-03-28,98.8937,,,,,
2000-03-29,98.7142,,,,,
2000-03-30,98.9266,,,,,
2000-03-31,99.1852,,,,,
2000-04-03,99.2872,,,,,
2000-04-04,99.3065,,,,,
2000-04-05,99.5489,,,,,
2000-04-06,99.2938,,,,,
2000-04-07,99.3714,,,,,
2000-04-10,99.5205,,,,,
2000-04-11,99.5507,,,,,
2000-04-12,99.4596,,,,,
2000-04-13,99.3584,,,,,
2000-04-14,99.1692,,,,,
2000-04-17,99.2934,,,,,
