Date,TRDPRC_1,MOD_DURTN,MAC_DURTN,CONVEXITY,AVG_LIFE,YLDTOMAT
2000-01-03,98.2068,,,,,
2000-01-04,97.6878,,,,,
2000-01-05,97.655,,,,,
2000-01-06,97.5141,,,,,
2000-01-07,98.0028,,,,,
2000-01-10,98.3936,,,,,
2000-01-11,97.7753,,,,,
2000-01-12,97.6887,,,,,
2000-01-13,97.9104,,,,,
2000-01-14,97.8137,,,,,
2000-01-18,97.4272,,,,,
2000-01-19,97.572,,,,,
2000-01-20,97.5738,,,,,
2000-01-21,97.5833,,,,,
2000-01-24,97.6543,,,,,
2000-01-25,97.9342,,,,,
2000-01-26,97.9209,,,,,
2000-01-27,97.3984,,,,,
2000-01-28,97.4952,,,,,
2000-01-31,97.7888,,,,,
2000-02-01,98.2227,,,,,
2000-02-02,98.16,,,,,
2000-02-03,98.2042,,,,,
2000-02-04,97.988,,,,,
2000-02-07,97.8364,,,,,
2000-02-08,98.079,,,,,
2000-02-09,97.9146,,,,,
2000-02-10,97.6359,,,,,
2000-02-11,97.6518,,,,,
2000-02-14,97.9667,,,,,
2000-02-15,97.854,,,,,
2000-02-16,97.743,,,,,
2000-02-17,97.6578,,,,,
2000-02-18,97.7484,,,,,
2000-02-22,98.6194,,,,,
2000-02-23,98.4802,,,,,
2000-02-24,98.7809,,,,,
2000-02-25,98.5853,,,,,
2000-02-28,98.4062,,,,,
2000-02-29,98.366,,,,,
2000-03-01,98.4648,,,,,
2000-03-02,98.2605,,,,,
2000-03-03,98.5195,,,,,
2000-03-06,98.6208,,,,,
2000-03-07,98.8113,,,,,
2000-03-08,98.7031,,,,,
2000-03-09,99.1982,,,,,
2000-03-10,99.0432,,,,,
2000-03-13,99.2433,,,,,
2000-03-14,99.0504,,,,,
2000-03-15,99.1399,,,,,
2000-03-16,99.4667,,,,,
2000-03-17,99.5534,,,,,
2000-03-20,99.6026,,,,,
2000-03-21,99.6118,,,,,
2000-03-22,99.4649,,,,,
2000-03-23,99.7217,,,,,
2000-03-24,99.499,,,,,
2000-03-27,99.1685,,,,,
2000-03-28,99.282,,,,,
2000-03-29,99.1708,,,,,
2000-03-30,99.3721,,,,,
2000-03-31,99.666,,,,,
2000-04-03,99.7817,,,,,
2000-04-04,99.7459,,,,,
2000-04-05,100.037,,,,,
2000-04-06,99.7441,,,,,
2000-04-07,99.7769,,,,,
2000-04-10,99.9015,,,,,
2000-04-11,99.8041,,,,,
2000-04-12,99.6584,,,,,
2000-04-13,99.5385,,,,,
2000-04-14,99.3479,,,,,
2000-04-17,99.4994,,,,,
2000-04-18,99.4601,,,,,
2000-04-19,99.3428,,,,,
2000-04-20,99.274,,,,,
2000-04-24,99.332,,,,,
2000-04-25,99.1795,,,,,
2000-04-26,99.3824,,,,,
2000-04-27,99.2556,,,,,
2000-04-28,99.3552,,,,,
2000-05-01,99.3698,,,,,
2000-05-02,99.0944,,,,,
2000-05-03,98.6458,,,,,
2000-05-04,98.5076,,,,,
2000-05-05,98.4526,,,,,
2000-05-08,98.7602,,,,,
2000-05-09,98.9553,,,,,
2000-05-10,99.0523,,,,,
2000-05-11,98.5135,,,,,
2000-05-12,98.6142,,,,,
2000-05-15,98.8287,,,,,
2000-05-16,98.8594,,,,,
2000-05-17,98.3719,,,,,
2000-05-18,98.3421,,,,,
2000-05-19,98.1958,,,,,
2000-05-22,98.7812,,,,,
2000-05-23,98.6959,,,,,
2000-05-24,98.9703,,,,,
2000-05-25,99.1824,,,,,
2000-05-26,99.5555,,,,,
2000-05-30,99.2191,,,,,
2000-05-31,99.4029,,,,,
2000-06-01,99.6223,,,,,
2000-06-02,99.8172,,,,,
2000-06-05,99.8966,,,,,
2000-06-06,99.6592,,,,,
2000-06-07,99.7677,,,,,
2000-06-08,99.1906,,,,,
2000-06-09,99.409,,,,,
2000-06-12,99.4177,,,,,
2000-06-13,99.7777,,,,,
2000-06-14,99.56,,,,,
