RIC,Date,BID,ASK,ACCRUAL,MID_YIELD,CONVEXITY,MOD_DURATION,BPV,ZSPREAD,OIS_SPREAD
DE110249=,2026-02-11,91.47,91.521,0,2.2438,19.179,3.9176,3.584,-13.9191,10.9803
DE110249=,2026-02-12,91.561,91.591,0,2.2259,19.1149,3.9102,3.581,-14.2388,11.2412
DE110249=,2026-02-13,91.618,91.695,0,2.205,19.0992,3.9083,3.582,-13.7374,11.2237
DE110249=,2026-02-16,91.61,91.687,0,2.2088,19.0742,3.9055,3.579,-13.2542,11.6918
DE110249=,2026-02-17,91.674,91.7,0,2.1995,19.0541,3.9032,3.579,-14.5518,11.2802
DE110249=,2026-02-18,91.654,91.688,0,2.2055,19.0283,3.9003,3.575,-14.2263,11.2613
DE110249=,2026-02-19,91.664,91.7,0,2.2071,18.9572,3.8922,3.568,-14.5352,10.885
DE110249=,2026-02-20,91.67,91.697,0,2.2082,18.9333,3.8895,3.566,-15.0505,10.6407
DE110249=,2026-02-23,91.77,91.8,0,2.1813,18.9198,3.8878,3.568,-15.1664,10.535
DE110249=,2026-02-24,91.759,91.799,0,2.1845,18.8951,3.885,3.566,-14.569,11.0698
DE110249=,2026-02-25,91.776,91.802,0,2.1832,18.8722,3.8824,3.564,-14.5577,11.1179
DE110249=,2026-02-26,91.806,91.839,0,2.1783,18.8037,3.8745,3.558,-14.4463,11.0347
DE110249=,2026-02-27,92.002,92.032,0,2.1252,18.7998,3.8738,3.565,-15.4771,9.8145
DE110249=,2026-03-02,91.729,91.756,0,2.2039,18.7475,3.8682,3.549,-15.0876,10.5653
DE110249=,2026-03-03,91.431,91.461,0,2.2893,18.6929,3.8623,3.532,-15.1506,10.1157
DE110249=,2026-03-04,91.566,91.596,0,2.2526,18.683,3.861,3.536,-14.8476,10.405
DE110249=,2026-03-05,91.134,91.164,0,2.3802,18.5668,3.8481,3.508,-15.1892,9.5275
DE110249=,2026-03-06,91.007,91.034,0,2.4186,18.5297,3.844,3.499,-16.4367,7.9089
DE110250=,2025-12-31,89.64,89.7,0,2.3943,24.6494,4.5005,4.036,-14.785,10.5234
DE110250=,2026-01-02,89.551,89.591,0,2.4212,24.6098,4.4966,4.028,-14.0419,11.3205
DE110250=,2026-01-05,89.6,89.69,0,2.4026,24.592,4.4947,4.03,-14.1572,11.1229
DE110250=,2026-01-06,89.73,89.83,0,2.3716,24.5803,4.4934,4.034,-14.4303,10.6138
DE110250=,2026-01-07,89.893,89.958,0,2.3387,24.5694,4.4922,4.039,-13.8949,11.1434
DE110250=,2026-01-08,89.84,89.9,0,2.3584,24.48,4.4833,4.029,-13.9262,11.0617
DE110250=,2026-01-09,89.811,89.851,0,2.3646,24.4505,4.4804,4.025,-14.0297,10.7319
DE110250=,2026-01-12,89.884,89.949,0,2.3463,24.4326,4.4785,4.027,-13.6633,11.1627
DE110250=,2026-01-13,89.882,89.922,0,2.3494,24.4046,4.4757,4.024,-14.1691,10.9528
DE110250=,2026-01-14,89.999,90.039,0,2.322,24.391,4.4742,4.028,-15.1278,10.2348
DE110250=,2026-01-15,89.961,90.026,0,2.3346,24.3054,4.4656,4.019,-15.2113,10.3384
DE110250=,2026-01-16,89.89,89.93,0,2.3562,24.2686,4.462,4.012,-15.42,10.3401
DE110250=,2026-01-19,89.98,90.019,0,2.3353,24.252,4.4602,4.014,-16.4727,9.6404
DE110250=,2026-01-20,89.983,90.019,0,2.3363,24.2251,4.4575,4.012,-16.2471,9.9715
DE110250=,2026-01-21,89.904,89.936,0,2.358,24.1884,4.4539,4.005,-16.3372,10.0792
DE110250=,2026-01-22,89.843,89.895,0,2.375,24.101,4.4451,3.995,-15.446,10.6491
DE110250=,2026-01-23,89.761,89.797,0,2.399,24.0633,4.4414,3.987,-15.3737,11.0143
DE110250=,2026-01-26,89.89,89.945,0,2.3658,24.0526,4.4402,3.993,-15.5604,10.3863
DE110250=,2026-01-27,89.928,89.954,0,2.3613,24.0283,4.4377,3.991,-15.5914,10.7431
DE110250=,2026-01-28,90.039,90.069,0,2.3345,24.0145,4.4362,3.995,-15.4665,10.7781
DE110250=,2026-01-29,90.149,90.175,0,2.3117,23.9461,4.4291,3.993,-15.6076,10.4814
DE110250=,2026-01-30,90.123,90.155,0,2.3189,23.9165,4.4261,3.99,-15.7056,10.5087
DE110250=,2026-02-02,90.024,90.059,0,2.3448,23.8781,4.4223,3.982,-15.1514,11.0078
DE110250=,2026-02-03,89.966,90.003,0,2.3605,23.8444,4.419,3.976,-15.0864,11.1886
DE110250=,2026-02-04,90.092,90.117,0,2.3318,23.8315,4.4175,3.98,-15.371,10.9194
DE110250=,2026-02-05,90.163,90.188,0,2.3182,23.7591,4.4101,3.977,-15.8244,10.6504
DE110250=,2026-02-06,90.166,90.204,0,2.3173,23.7333,4.4075,3.975,-15.2471,10.7916
DE110250=,2026-02-09,90.235,90.263,0,2.3026,23.7139,4.4054,3.976,-14.7599,11.1956
DE110250=,2026-02-10,90.332,90.36,0,2.2796,23.6983,4.4037,3.979,-14.8634,10.6454
DE110250=,2026-02-11,90.323,90.36,0,2.2821,23.671,4.4009,3.976,-14.7398,10.5731
DE110250=,2026-02-12,90.412,90.452,0,2.2636,23.601,4.3937,3.973,-14.7801,10.6726
DE110250=,2026-02-13,90.512,90.535,0,2.2419,23.5848,4.3919,3.976,-14.9026,10.7859
DE110250=,2026-02-16,90.496,90.544,0,2.2442,23.5576,4.3892,3.973,-14.3756,11.0062
DE110250=,2026-02-17,90.557,90.58,0,2.2334,23.5365,4.387,3.973,-15.3133,10.5765
DE110250=,2026-02-18,90.53,90.56,0,2.2407,23.507,4.384,3.97,-14.8976,10.7047
DE110250=,2026-02-19,90.537,90.571,0,2.2426,23.4278,4.3758,3.963,-15.227,10.3155
DE110250=,2026-02-20,90.546,90.577,0,2.2421,23.402,4.3732,3.96,-15.605,10.0813
DE110250=,2026-02-23,90.66,90.69,0,2.2148,23.3884,4.3717,3.964,-15.7877,9.9457
DE110250=,2026-02-24,90.658,90.692,0,2.2162,23.3618,4.3689,3.962,-15.4044,10.3234
DE110250=,2026-02-25,90.669,90.696,0,2.2157,23.336,4.3663,3.959,-15.091,10.5345
DE110250=,2026-02-26,90.701,90.732,0,2.2112,23.26,4.3584,3.954,-15.0184,10.5443
DE110250=,2026-02-27,90.926,90.954,0,2.1561,23.2591,4.3581,3.963,-15.9668,9.3153
DE110250=,2026-03-02,90.633,90.668,0,2.2307,23.1992,4.3522,3.945,-15.8464,9.7268
DE110250=,2026-03-03,90.311,90.348,0,2.3136,23.1357,4.346,3.926,-15.9988,9.1782
DE110250=,2026-03-04,90.46,90.495,0,2.2774,23.1262,4.3449,3.931,-16.0225,9.1175
DE110250=,2026-03-05,89.97,90.003,0,2.4072,22.9901,4.3314,3.898,-15.8757,8.8399
DE110250=,2026-03-06,89.833,89.871,0,2.4433,22.9482,4.3272,3.888,-16.9417,7.176
DE110251=,2025-12-31,76.64,76.94,0,2.8629,91.5755,9.0958,6.985,-4.3089,22.5592
DE110251=,2026-01-02,76.416,76.476,0,2.9129,91.4355,9.0887,6.948,-3.8246,23.4192
DE110251=,2026-01-05,76.596,76.648,0,2.8881,91.4286,9.0882,6.964,-3.3904,23.5416
DE110251=,2026-01-06,76.78,76.88,0,2.8594,91.4286,9.0881,6.983,-3.5048,22.8219
DE110251=,2026-01-07,77.086,77.168,0,2.8198,91.4481,9.0889,7.009,-3.0549,23.0101
DE110251=,2026-01-08,76.949,77.031,0,2.8408,91.2578,9.0791,6.99,-3.0119,23.0843
DE110251=,2026-01-09,76.966,77.048,0,2.8391,91.2099,9.0766,6.989,-2.8453,22.6121
DE110251=,2026-01-12,77.145,77.227,0,2.8139,91.2036,9.0761,7.006,-1.858,23.6082
DE110251=,2026-01-13,77.066,77.148,0,2.8261,91.131,9.0724,6.995,-2.0488,23.4934
DE110251=,2026-01-14,77.283,77.365,0,2.7949,91.1354,9.0725,7.016,-3.4245,22.2396
DE110251=,2026-01-15,77.337,77.419,0,2.7899,90.9914,9.0649,7.015,-3.3859,22.3349
DE110251=,2026-01-16,77.222,77.262,0,2.8108,90.9036,9.0604,6.999,-3.4271,22.4833
DE110251=,2026-01-19,77.214,77.272,0,2.8116,90.8512,9.0577,6.996,-4.0562,22.1302
DE110251=,2026-01-20,77.093,77.147,0,2.8301,90.7678,9.0534,6.982,-3.8428,22.4023
DE110251=,2026-01-21,76.975,77.032,0,2.8476,90.686,9.0492,6.968,-4.1175,22.3083
DE110251=,2026-01-22,76.951,77.029,0,2.8521,90.5258,9.0408,6.961,-3.9739,22.6029
DE110251=,2026-01-23,76.826,76.888,0,2.8721,90.4399,9.0364,6.945,-3.8264,23.0333
DE110251=,2026-01-26,77.059,77.137,0,2.8383,90.4486,9.0367,6.967,-4.179,22.3528
DE110251=,2026-01-27,77.064,77.118,0,2.8401,90.3946,9.0338,6.964,-4.1145,22.6611
DE110251=,2026-01-28,77.189,77.244,0,2.823,90.374,9.0327,6.975,-3.783,22.9362
DE110251=,2026-01-29,77.347,77.404,0,2.8027,90.2574,9.0265,6.984,-3.7455,22.6675
DE110251=,2026-01-30,77.269,77.323,0,2.815,90.1853,9.0227,6.974,-3.4064,23.1292
DE110251=,2026-02-02,77.118,77.176,0,2.8372,90.0956,9.0181,6.957,-2.6009,23.6047
DE110251=,2026-02-03,76.965,77.021,0,2.8602,90.0047,9.0134,6.94,-2.423,23.8356
DE110251=,2026-02-04,77.173,77.228,0,2.8312,90.0049,9.0133,6.958,-2.5704,23.4763
DE110251=,2026-02-05,77.321,77.377,0,2.8124,89.8859,9.007,6.967,-3.1137,23.2351
DE110251=,2026-02-06,77.3,77.36,0,2.816,89.8291,9.004,6.963,-2.8647,23.0985
DE110251=,2026-02-09,77.358,77.415,0,2.8087,89.7912,9.002,6.966,-2.4062,23.8914
DE110251=,2026-02-10,77.612,77.666,0,2.7734,89.8024,9.0024,6.989,-2.4575,23.1391
DE110251=,2026-02-11,77.672,77.729,0,2.7654,89.7657,9.0004,6.993,-2.5161,23.0202
DE110251=,2026-02-12,77.82,77.881,0,2.7465,89.6471,8.9941,7.002,-2.3792,23.0662
DE110251=,2026-02-13,77.969,78.043,0,2.7251,89.6338,8.9933,7.015,-1.7821,23.3669
DE110251=,2026-02-16,77.979,78.041,0,2.7253,89.5828,8.9906,7.014,-1.8431,23.0995
DE110251=,2026-02-17,78.087,78.154,0,2.7104,89.5583,8.9892,7.022,-2.2062,22.6241
DE110251=,2026-02-18,78.078,78.141,0,2.7128,89.5036,8.9864,7.019,-2.2732,22.7342
DE110251=,2026-02-19,78.079,78.141,0,2.7152,89.3479,8.9781,7.013,-2.5971,22.4857
DE110251=,2026-02-20,78.139,78.206,0,2.7071,89.3115,8.9762,7.017,-2.8369,22.3087
DE110251=,2026-02-23,78.294,78.372,0,2.685,89.2994,8.9754,7.031,-3.0818,22.0191
DE110251=,2026-02-24,78.356,78.433,0,2.6771,89.2627,8.9735,7.035,-2.6392,21.9227
DE110251=,2026-02-25,78.365,78.419,0,2.6783,89.2102,8.9707,7.032,-2.3638,22.3982
DE110251=,2026-02-26,78.455,78.512,0,2.6677,89.0772,8.9636,7.035,-2.2156,22.4374
DE110251=,2026-02-27,78.787,78.839,0,2.6217,89.1065,8.965,7.066,-2.5828,21.9539
DE110251=,2026-03-02,78.399,78.452,0,2.6775,88.9593,8.9574,7.025,-2.24,22.3387
DE110251=,2026-03-03,77.932,77.997,0,2.7442,88.7935,8.9489,6.977,-2.1066,21.5261
DE110251=,2026-03-04,78.102,78.17,0,2.7205,88.7842,8.9483,6.992,-2.2323,20.8586
DE110251=,2026-03-05,77.385,77.437,0,2.8273,88.4493,8.9311,6.914,-1.7026,21.2929
DE110251=,2026-03-06,77.287,77.337,0,2.8425,88.373,8.9271,6.902,-2.8671,18.9991
DE110252=,2025-12-31,96.23,96.29,0,2.0702,5.1072,1.8225,1.754,-13.3905,6.762
DE110252=,2026-01-02,96.204,96.244,0,2.0929,5.0926,1.8195,1.751,-11.6723,8.2012
DE110252=,2026-01-05,96.229,96.269,0,2.0852,5.081,1.8169,1.749,-12.5289,7.9649
DE110252=,2026-01-06,96.26,96.36,0,2.052,5.0719,1.8148,1.748,-12.2727,6.9849
DE110252=,2026-01-07,96.3,96.39,0,2.0353,5.0612,1.8124,1.746,-12.706,7.2808
DE110252=,2026-01-08,96.324,96.364,0,2.0447,5.0232,1.8042,1.738,-13.2261,7.1422
DE110252=,2026-01-09,96.311,96.351,0,2.0562,5.0098,1.8013,1.735,-12.7421,7.365
DE110252=,2026-01-12,96.326,96.366,0,2.0486,4.9982,1.7988,1.733,-13.5133,7.1901
DE110252=,2026-01-13,96.334,96.374,0,2.0453,4.9863,1.7961,1.731,-14.09,6.9847
DE110252=,2026-01-14,96.369,96.409,0,2.0273,4.9757,1.7938,1.729,-14.6407,6.4023
DE110252=,2026-01-15,96.36,96.39,0,2.0485,4.937,1.7853,1.721,-13.8629,6.8856
DE110252=,2026-01-16,96.306,96.406,0,2.0629,4.9234,1.7824,1.717,-13.6109,7.144
DE110252=,2026-01-19,96.383,96.448,0,2.0299,4.9143,1.7803,1.717,-15.0907,6.1658
DE110252=,2026-01-20,96.407,96.467,0,2.0205,4.9031,1.7778,1.714,-14.9294,6.505
DE110252=,2026-01-21,96.379,96.439,0,2.0399,4.889,1.7748,1.711,-14.4582,6.9127
DE110252=,2026-01-22,96.355,96.425,0,2.0605,4.8507,1.7663,1.703,-12.9868,7.731
DE110252=,2026-01-23,96.345,96.392,0,2.0763,4.8371,1.7634,1.699,-14.0108,7.371
DE110252=,2026-01-26,96.384,96.424,0,2.0586,4.8266,1.761,1.698,-14.2936,7.3493
DE110252=,2026-01-27,96.407,96.447,0,2.0482,4.8155,1.7585,1.696,-14.2562,7.2575
DE110252=,2026-01-28,96.458,96.499,0,2.021,4.806,1.7563,1.694,-14.4175,6.9953
DE110252=,2026-01-29,96.491,96.548,0,2.0061,4.7713,1.7485,1.688,-14.238,6.7095
DE110252=,2026-01-30,96.489,96.525,0,2.0166,4.7583,1.7456,1.685,-14.8625,6.9963
DE110252=,2026-02-02,96.444,96.509,0,2.0379,4.7443,1.7426,1.681,-13.6484,7.1768
DE110252=,2026-02-03,96.446,96.486,0,2.0473,4.7315,1.7397,1.678,-14.1706,7.6358
DE110252=,2026-02-04,96.488,96.544,0,2.0207,4.722,1.7375,1.677,-14.9559,6.8525
DE110252=,2026-02-05,96.516,96.556,0,2.0182,4.6864,1.7295,1.67,-15.2065,7.0633
DE110252=,2026-02-06,96.527,96.562,0,2.0163,4.6746,1.7268,1.667,-14.3686,7.1636
DE110252=,2026-02-09,96.55,96.583,0,2.0062,4.6636,1.7243,1.665,-13.6145,7.3492
DE110252=,2026-02-10,96.561,96.621,0,1.9947,4.6528,1.7218,1.663,-12.7592,6.5603
DE110252=,2026-02-11,96.57,96.606,0,1.9996,4.6405,1.7191,1.66,-13.0843,6.8608
DE110252=,2026-02-12,96.606,96.643,0,1.987,4.6061,1.7112,1.653,-13.5887,6.8177
DE110252=,2026-02-13,96.621,96.691,0,1.9711,4.5957,1.7088,1.652,-13.7272,6.4355
DE110252=,2026-02-16,96.624,96.68,0,1.9767,4.5834,1.706,1.649,-13.7416,7.0645
DE110252=,2026-02-17,96.638,96.698,0,1.9701,4.5722,1.7034,1.647,-14.4568,6.2511
DE110252=,2026-02-18,96.631,96.667,0,1.9848,4.5591,1.7005,1.644,-13.6944,7.0395
DE110252=,2026-02-19,96.65,96.68,0,1.9846,4.5239,1.6924,1.636,-14.0481,6.8007
DE110252=,2026-02-20,96.635,96.671,0,1.9951,4.5112,1.6896,1.633,-13.6699,7.0339
DE110252=,2026-02-23,96.666,96.723,0,1.9729,4.5015,1.6873,1.632,-13.9741,6.3813
DE110252=,2026-02-24,96.654,96.719,0,1.981,4.4891,1.6844,1.629,-13.8075,6.3687
DE110252=,2026-02-25,96.654,96.719,0,1.9842,4.4771,1.6817,1.626,-13.2139,6.2992
DE110252=,2026-02-26,96.683,96.713,0,1.9867,4.4419,1.6736,1.618,-13.591,7.0896
DE110252=,2026-02-27,96.746,96.783,0,1.9488,4.4336,1.6715,1.618,-14.4212,5.9775
DE110252=,2026-03-02,96.633,96.673,0,2.0211,4.4157,1.6677,1.612,-13.4906,6.4258
DE110252=,2026-03-03,96.483,96.54,0,2.1124,4.3963,1.6635,1.606,-11.2441,7.0854
DE110252=,2026-03-04,96.552,96.612,0,2.0719,4.3882,1.6615,1.605,-11.4576,7.2536
DE110252=,2026-03-05,96.388,96.441,0,2.1871,4.3438,1.6515,1.592,-11.7397,6.0793
DE110252=,2026-03-06,96.312,96.365,0,2.2386,4.328,1.648,1.588,-12.1798,5.36
DE110253=,2025-12-31,88.355,88.385,0,2.4479,29.7728,4.9902,4.41,-14.2555,12.1912
DE110253=,2026-01-02,88.25,88.27,0,2.4747,29.728,4.9862,4.401,-13.7344,11.9847
DE110253=,2026-01-05,88.338,88.358,0,2.4549,29.7102,4.9845,4.404,-13.4017,11.6848
DE110253=,2026-01-06,88.44,88.55,0,2.4234,29.6991,4.9833,4.41,-13.7791,11.1796
DE110253=,2026-01-07,88.634,88.672,0,2.3884,29.6902,4.9824,4.417,-13.2741,11.6591
DE110253=,2026-01-08,88.566,88.586,0,2.4115,29.589,4.9732,4.405,-13.1834,11.8695
DE110253=,2026-01-09,88.517,88.567,0,2.4185,29.5558,4.9702,4.401,-13.1861,11.598
DE110253=,2026-01-12,88.609,88.659,0,2.3987,29.538,4.9685,4.404,-12.7949,12.156
DE110253=,2026-01-13,88.59,88.64,0,2.4047,29.5054,4.9655,4.4,-12.8579,12.0973
DE110253=,2026-01-14,88.744,88.764,0,2.3763,29.4925,4.9642,4.406,-14.0087,11.3168
DE110253=,2026-01-15,88.671,88.771,0,2.3859,29.3995,4.9557,4.397,-14.2292,11.3837
DE110253=,2026-01-16,88.614,88.653,0,2.4081,29.3577,4.952,4.389,-14.286,11.3504
DE110253=,2026-01-19,88.697,88.733,0,2.3906,29.3386,4.9502,4.392,-15.238,10.7437
DE110253=,2026-01-20,88.695,88.728,0,2.3927,29.3083,4.9474,4.389,-15.1144,10.9924
DE110253=,2026-01-21,88.604,88.64,0,2.4144,29.2668,4.9437,4.381,-15.1055,11.0527
DE110253=,2026-01-22,88.548,88.6,0,2.4294,29.1712,4.9349,4.371,-14.4283,11.5164
DE110253=,2026-01-23,88.46,88.492,0,2.4532,29.1286,4.9311,4.363,-14.3858,11.9257
DE110253=,2026-01-26,88.596,88.649,0,2.4209,29.118,4.93,4.369,-14.3908,11.4575
DE110253=,2026-01-27,88.631,88.664,0,2.4165,29.0915,4.9275,4.368,-14.4014,11.7208
DE110253=,2026-01-28,88.748,88.781,0,2.3911,29.077,4.926,4.373,-14.2111,11.7952
DE110253=,2026-01-29,88.864,88.9,0,2.3681,29.0031,4.9191,4.372,-14.3153,11.4765
DE110253=,2026-01-30,88.842,88.878,0,2.3745,28.9706,4.9161,4.369,-14.5786,11.3912
DE110253=,2026-02-02,88.736,88.772,0,2.4001,28.9272,4.9122,4.36,-13.9895,12.0874
DE110253=,2026-02-03,88.666,88.702,0,2.4175,28.8885,4.9087,4.353,-13.6515,12.2655
DE110253=,2026-02-04,88.805,88.834,0,2.3877,28.8764,4.9075,4.359,-14.0363,11.9107
DE110253=,2026-02-05,88.884,88.92,0,2.3727,28.7983,4.9002,4.356,-14.5483,11.6059
DE110253=,2026-02-06,88.893,88.926,0,2.3723,28.7697,4.8975,4.354,-14.2491,11.5551
DE110253=,2026-02-09,88.962,88.995,0,2.3578,28.749,4.8955,4.356,-13.8816,12.1323
DE110253=,2026-02-10,89.074,89.11,0,2.333,28.7341,4.894,4.36,-13.7373,11.4843
DE110253=,2026-02-11,89.071,89.107,0,2.335,28.7042,4.8913,4.358,-13.7151,11.5455
DE110253=,2026-02-12,89.167,89.203,0,2.3168,28.628,4.8841,4.356,-13.712,11.6407
DE110253=,2026-02-13,89.273,89.303,0,2.2945,28.6117,4.8825,4.36,-13.5506,11.8431
DE110253=,2026-02-16,89.275,89.308,0,2.2949,28.5827,4.8798,4.357,-13.5537,11.7844
DE110253=,2026-02-17,89.322,89.352,0,2.2858,28.5591,4.8776,4.358,-13.9601,11.5193
DE110253=,2026-02-18,89.303,89.333,0,2.2914,28.5272,4.8746,4.354,-13.786,11.6432
DE110253=,2026-02-19,89.314,89.344,0,2.2927,28.4403,4.8665,4.347,-14.2868,11.1742
DE110253=,2026-02-20,89.322,89.352,0,2.2921,28.412,4.8639,4.345,-14.4233,11.0896
DE110253=,2026-02-23,89.449,89.499,0,2.2619,28.4001,4.8626,4.351,-14.6621,10.4924
DE110253=,2026-02-24,89.453,89.503,0,2.2622,28.3712,4.8599,4.349,-14.3898,10.9518
DE110253=,2026-02-25,89.469,89.503,0,2.2617,28.3429,4.8573,4.347,-14.0871,11.3434
DE110253=,2026-02-26,89.51,89.54,0,2.2565,28.2599,4.8495,4.342,-14.1861,11.2399
DE110253=,2026-02-27,89.757,89.791,0,2.2004,28.2623,4.8495,4.354,-14.9805,10.1103
DE110253=,2026-03-02,89.45,89.48,0,2.2728,28.1937,4.8433,4.333,-15.1189,10.3639
DE110253=,2026-03-03,89.089,89.139,0,2.3553,28.1197,4.8368,4.31,-14.8712,9.92
DE110253=,2026-03-04,89.248,89.298,0,2.3198,28.1108,4.8358,4.317,-15.1036,9.5252
DE110253=,2026-03-05,88.721,88.747,0,2.4492,27.9545,4.8216,4.278,-14.9438,9.6019
DE110253=,2026-03-06,88.579,88.632,0,2.4807,27.909,4.8175,4.269,-15.9821,7.6283
DE110254=,2025-12-31,73.83,74.13,0,2.9529,110.9568,10.0591,7.442,-1.9317,25.2891
DE110254=,2026-01-02,73.505,73.805,0,2.9973,110.805,10.0521,7.404,-1.9398,25.5306
DE110254=,2026-01-05,73.787,73.875,0,2.9734,110.8004,10.0518,7.422,-1.468,25.8212
DE110254=,2026-01-06,74.003,74.103,0,2.9451,110.8052,10.0519,7.444,-1.5617,25.1542
DE110254=,2026-01-07,74.318,74.406,0,2.9059,110.8336,10.0531,7.475,-0.9434,25.3935
DE110254=,2026-01-08,74.167,74.255,0,2.9278,110.618,10.0429,7.453,-0.759,25.5969
DE110254=,2026-01-09,74.094,74.394,0,2.9241,110.5701,10.0407,7.454,-0.6264,25.0518
DE110254=,2026-01-12,74.404,74.492,0,2.8965,110.5732,10.0407,7.476,0.3015,25.932
DE110254=,2026-01-13,74.314,74.414,0,2.9085,110.4914,10.0368,7.464,0.0658,25.7238
DE110254=,2026-01-14,74.557,74.645,0,2.877,110.5032,10.0373,7.489,-1.3447,24.4105
DE110254=,2026-01-15,74.614,74.714,0,2.8726,110.3444,10.0297,7.488,-0.8883,24.8347
DE110254=,2026-01-16,74.458,74.558,0,2.895,110.2403,10.0248,7.468,-0.9497,25.0918
DE110254=,2026-01-19,74.448,74.526,0,2.8974,110.1792,10.0219,7.465,-1.5643,24.6833
DE110254=,2026-01-20,74.318,74.39,0,2.916,110.0834,10.0175,7.448,-1.4181,24.8476
DE110254=,2026-01-21,74.189,74.265,0,2.9339,109.9894,10.0131,7.432,-1.609,24.8283
DE110254=,2026-01-22,74.175,74.267,0,2.9371,109.815,10.0048,7.426,-1.5586,25.0123
DE110254=,2026-01-23,74.041,74.119,0,2.9569,109.7169,10.0002,7.408,-1.3275,25.5126
DE110254=,2026-01-26,74.29,74.383,0,2.9231,109.7331,10.0008,7.434,-1.7576,24.8159
DE110254=,2026-01-27,74.286,74.362,0,2.9256,109.672,9.9979,7.431,-1.662,25.113
DE110254=,2026-01-28,74.406,74.47,0,2.9111,109.6472,9.9967,7.441,-1.3554,25.5179
DE110254=,2026-01-29,74.573,74.629,0,2.8915,109.5214,9.9906,7.453,-1.3336,25.2083
DE110254=,2026-01-30,74.486,74.551,0,2.9034,109.4403,9.9868,7.442,-0.9991,25.6168
DE110254=,2026-02-02,74.339,74.406,0,2.9238,109.3412,9.9821,7.424,-0.2958,26.0478
DE110254=,2026-02-03,74.146,74.219,0,2.9502,109.2293,9.9769,7.401,0.2035,26.4935
DE110254=,2026-02-04,74.349,74.411,0,2.9244,109.2285,9.9767,7.421,0.175,26.394
DE110254=,2026-02-05,74.502,74.58,0,2.9051,109.1024,9.9706,7.432,-0.1694,26.1819
DE110254=,2026-02-06,74.471,74.552,0,2.9098,109.0367,9.9675,7.427,0.0174,25.9969
DE110254=,2026-02-09,74.525,74.601,0,2.9037,108.994,9.9654,7.431,0.4841,26.7154
DE110254=,2026-02-10,74.8,74.876,0,2.8675,109.015,9.9663,7.459,0.4619,26.135
DE110254=,2026-02-11,74.87,74.95,0,2.8587,108.9781,9.9645,7.464,0.4233,26.0546
DE110254=,2026-02-12,75.027,75.11,0,2.8398,108.8512,9.9583,7.476,0.6129,26.1228
DE110254=,2026-02-13,75.193,75.279,0,2.8181,108.8413,9.9577,7.492,1.1695,26.3414
DE110254=,2026-02-16,75.199,75.275,0,2.8188,108.7843,9.955,7.49,1.1966,26.1132
DE110254=,2026-02-17,75.317,75.384,0,2.8044,108.7591,9.9537,7.5,0.9212,25.6663
DE110254=,2026-02-18,75.314,75.387,0,2.8052,108.7018,9.951,7.498,0.7238,25.7441
DE110254=,2026-02-19,75.315,75.387,0,2.8074,108.5303,9.9428,7.492,0.4339,25.5193
DE110254=,2026-02-20,75.385,75.457,0,2.7988,108.4928,9.941,7.498,0.1502,25.2697
DE110254=,2026-02-23,75.542,75.626,0,2.7778,108.4815,9.9403,7.513,0.0098,24.0905
DE110254=,2026-02-24,75.611,75.694,0,2.7695,108.4435,9.9385,7.519,0.4395,24.9985
DE110254=,2026-02-25,75.617,75.684,0,2.7705,108.3858,9.9357,7.516,0.7547,25.4256
DE110254=,2026-02-26,75.71,75.783,0,2.76,108.2413,9.9287,7.521,1.017,25.5491
DE110254=,2026-02-27,76.069,76.135,0,2.7136,108.2836,9.9305,7.557,0.4273,24.7393
DE110254=,2026-03-02,75.657,75.733,0,2.7683,108.1127,9.9226,7.511,1.0472,25.448
DE110254=,2026-03-03,75.173,75.255,0,2.8334,107.9206,9.9136,7.456,1.2431,24.6567
DE110254=,2026-03-04,75.338,75.435,0,2.811,107.912,9.9131,7.473,1.1899,22.3835
DE110254=,2026-03-05,74.593,74.665,0,2.9153,107.5275,9.8951,7.385,2.0915,24.7865
DE110254=,2026-03-06,74.489,74.558,0,2.9304,107.4407,9.891,7.371,1.1756,22.6086
DE110255=,2025-12-31,94.01,94.07,0,2.1716,10.5771,2.7995,2.633,-19.3367,6.0327
DE110255=,2026-01-02,93.945,93.985,0,2.2025,10.5531,2.796,2.627,-17.703,7.6143
DE110255=,2026-01-05,93.981,94.021,0,2.1909,10.5378,2.7936,2.626,-17.6465,7.6486
DE110255=,2026-01-06,94.04,94.14,0,2.1603,10.5266,2.7917,2.627,-17.9498,7.1655
DE110255=,2026-01-07,94.137,94.177,0,2.1359,10.514,2.7897,2.627,-17.6186,7.7378
DE110255=,2026-01-08,94.112,94.152,0,2.1524,10.4579,2.7812,2.618,-17.4848,7.585
DE110255=,2026-01-09,94.1,94.14,0,2.1595,10.4389,2.7784,2.615,-17.858,7.3799
DE110255=,2026-01-12,94.125,94.175,0,2.148,10.4237,2.776,2.614,-17.7734,7.5105
DE110255=,2026-01-13,94.14,94.18,0,2.1473,10.4064,2.7733,2.611,-18.1299,7.3717
DE110255=,2026-01-14,94.204,94.244,0,2.1243,10.3935,2.7713,2.611,-18.9549,6.8396
DE110255=,2026-01-15,94.142,94.242,0,2.1443,10.3371,2.7627,2.602,-19.0703,6.902
DE110255=,2026-01-16,94.129,94.179,0,2.1586,10.3167,2.7596,2.598,-19.8153,6.483
