TimeToMaturity,ZeroYield
0.1111111111111111,0.017506567866366424
0.18888888888888888,0.01885412132790103
0.4444444444444444,0.020364379920940208
0.5361111111111111,0.020537519726522218
0.7,0.0211123836254412
1.125,0.022132056979773468
1.55,0.022599056444709345
2.363888888888889,0.02287772099418484
2.566666666666667,0.023428286335561033
3.1555555555555554,0.024334757498979537
3.5805555555555557,0.02469860768622771
4.169444444444444,0.025454553901475666
4.594444444444444,0.025865987785581544
5.183333333333334,0.026370693977613976
5.608333333333333,0.026796682099045902
6.2,0.029461122005401533
6.625,0.02802986725030664
7.638888888888889,0.028830948824541673
8.227777777777778,0.029545360590976108
8.652777777777779,0.029957100066698307
9.666666666666666,0.030906235794153195
10.258333333333333,0.03148596288850621
12.286111111111111,0.03302173647894972
14.741666666666667,0.034118934346511316
15.330555555555556,0.03457682501611298
16.566666666666666,0.035045988462102606
17.358333333333334,0.035489006071940124
19.38888888888889,0.036642806942449264
21.416666666666668,0.03694956768348459
26.491666666666667,0.03674993203871349
29.533333333333335,0.0385654132389944
